video,numFrame,seconds,fps,rfps,subset,featureFrame,duration_second,duration_frame
v_AtZEyAZuSVM,2175,72.68,30,29.92570171,testing,2176,72.68,2175
v_AtbTioB1_Kw,234,9.43,25,24.81442206,testing,224,9.43,234
v_Atdxx_Pxnd4,1252,41.82,30,29.93782879,training,1232,41.82,1252
v_Au4PfoK7hyw,2567,85.64,30,29.97431107,testing,2560,85.64,2567
v_AuS32BoK0Bg,6399,213.578,30,29.96095103,training,6400,213.58,6399
v_AuVL_nkYXw0,6789,226.99900000000002,30,29.90762074,training,6784,227.0,6789
v_AuVVP8q6tFY,2778,185.273,15,14.994089800000001,validation,2768,185.27,2778
v_Auy0KGsXAIg,4004,133.75,30,29.936448600000002,validation,4000,133.75,4004
v_Av0VsTxJd78,6072,202.66400000000002,30,29.96092054,testing,6064,202.66,6072
v_AvjExlAl18I,3718,148.79,25,24.98823846,training,3712,148.79,3718
v_AwIts-6Vtms,2069,69.06,30,29.95945555,testing,2064,69.06,2069
v_AwcM25G1h-g,3808,127.01,30,29.98189119,testing,3808,127.01,3808
v_AwgGYaV1lT0,90,3.11,29,28.93890675,testing,80,3.11,90
v_AwoZxz8M8Jg,4487,179.607,25,24.98232252,training,4464,179.61,4487
v_Ax8GCogz6Yg,5906,196.929,30,29.99050419,training,5904,196.93,5906
v_AxaksczuL80,4519,150.79,30,29.96883082,validation,4496,150.79,4519
v_AxtbfvPM1CE,3697,123.415,30,29.95584005,testing,3696,123.42,3697
v_Ay6oxBYCSnU,589,39.451,15,14.92991306,training,576,39.45,589
v_AyWXuUCDSjw,1783,74.35,24,23.98117014,training,1776,74.35,1783
v_AyYpsQ4xOo8,5854,195.4,30,29.95905834,training,5856,195.4,5854
v_AyaS46-OPPU,228,15.28,15,14.92146597,testing,224,15.28,228
v_Aygp8JaMkqQ,4195,174.847,24,23.99240479,validation,4192,174.85,4195
v_AyicWbHhUWc,1355,54.27,25,24.96775382,validation,1360,54.27,1355
v_Ayix_aDOrzs,4056,135.47,30,29.94020816,training,4048,135.47,4056
v_Az7bzVcLMSM,5527,184.48,30,29.95988725,training,5520,184.48,5527
v_AzNHZyeXHBM,1020,42.56,24,23.96616541,training,1024,42.56,1020
v_AzmaqkS88YM,3730,149.33,25,24.97823612,validation,3712,149.33,3730
v_B-60jGEds7M,3208,107.16,30,29.93654349,training,3200,107.16,3208
v_B-KSdR2ct00,594,39.66,15,14.97730711,training,592,39.66,594
v_B-j1ZCJHuD0,2412,96.62,25,24.96377562,testing,2416,96.62,2412
v_B-lmXhRr6bE,5662,188.8,30,29.98940678,training,5664,188.8,5662
v_B0GCHDqEsRU,3592,120.14,30,29.89845181,testing,3568,120.14,3592
v_B0cb0B90Ubg,1295,86.402,15,14.98807898,validation,1280,86.4,1295
v_B0enQXEBfKk,2982,99.59,30,29.94276534,training,2976,99.59,2982
v_B0jASjqZl7s,4720,157.618,30,29.94581837,training,4720,157.62,4720
v_B0rorWq-j44,1416,47.648,30,29.7179315,training,1408,47.65,1416
v_B0sXYJeZ8Xk,1519,50.783,30,29.91158459,training,1504,50.78,1519
v_B1DNoole3Wo,2798,93.41,30,29.95396638,validation,2800,93.41,2798
v_B1u-Er4jXFA,2492,83.12799999999999,30,29.97786546,training,2496,83.13,2492
v_B2HIj_QWaG0,2718,108.79,25,24.98391396,training,2720,108.79,2718
v_B2OfU3a0NRk,4607,192.262,24,23.96209339,testing,4608,192.26,4607
v_B2RXamsVZ9A,1457,48.948,30,29.76628259,testing,1456,48.95,1457
v_B2_qciB7U1Q,5519,184.32,30,29.94249132,training,5520,184.32,5519
v_B2p4QMI3sfk,6014,200.528,30,29.99082422,testing,6016,200.53,6014
v_B2qCBkXrb8s,1721,68.89399999999999,25,24.98040468,training,1712,68.89,1721
v_B3ZL18f1x4Y,7150,238.68,30,29.95642702,training,7152,238.68,7150
v_B3ZVUyLeT84,1781,59.49,30,29.93780467,training,1776,59.49,1781
v_B3eCRzEMtrI,2443,162.63,15,15.02182869,testing,2432,162.63,2443
v_B3fiiuk0EqE,2805,93.55,30,29.98396579,training,2800,93.55,2805
v_B3xMfP_UOt4,1266,50.74,25,24.95072921,testing,1264,50.74,1266
v_B4LYBLihttQ,4655,186.29,25,24.98792206,training,4656,186.29,4655
v_B4Zp5XN97Gc,4800,160.218,30,29.95918062,testing,4800,160.22,4800
v_B4qwjeJBk0s,4768,198.99599999999998,24,23.96028061,validation,4768,199.0,4768
v_B4zPg1ftxf4,6393,213.37,30,29.96203777,training,6384,213.37,6393
v_B53aHHzgTzc,3781,151.35,25,24.98183019,validation,3776,151.35,3781
v_B5Ea3Bs8hC4,1469,73.52,20,19.98095756,validation,1472,73.52,1469
v_B5VIJnAFlK8,909,30.4,30,29.90131579,validation,912,30.4,909
v_B5Zi054Fa5k,2891,120.675,24,23.95690905,training,2896,120.67,2891
v_B5hzlU0OepQ,3709,154.6,24,23.99094437,validation,3712,154.6,3709
v_B5s4uYNIM24,3655,146.31,25,24.98120429,training,3648,146.31,3655
v_B5uwLKdF8fY,4677,195.16400000000002,24,23.96446066,testing,4672,195.16,4677
v_B67jaG6qKWE,4674,155.876,30,29.98537299,validation,4672,155.88,4674
v_B69Fkd_L9gA,5431,181.09,30,29.9906124,training,5424,181.09,5431
v_B6W_0AvgGTY,694,23.197,30,29.91766177,training,688,23.2,694
v_B6kbmiYicYg,2298,76.7,30,29.96088657,testing,2288,76.7,2298
v_B73wt5icB-c,4187,167.625,25,24.97837435,validation,4192,167.62,4187
v_B7Ddfw2PXOI,806,80.69,10,9.988846202000001,validation,800,80.69,806
v_B7Q1egUKmZg,2492,83.2,30,29.95192308,training,2496,83.2,2492
v_B7t85SESTXI,3081,128.59,24,23.95987246,validation,3072,128.59,3081
v_B8KJJecq2F0,5002,166.84,30,29.98081995,validation,4992,166.84,5002
v_B8WIh6PUjE0,3223,107.71799999999999,30,29.92071891,training,3200,107.72,3223
v_B8d9FYuZglQ,2880,120.05,24,23.99000416,validation,2880,120.05,2880
v_B8imoIn6NUE,2983,124.51,24,23.95791503,validation,2976,124.51,2983
v_B92SbWzu8yI,5126,213.64700000000002,24,23.99284802,training,5120,213.65,5126
v_B9ZdRhm2yQs,5066,168.972,30,29.98129868,testing,5056,168.97,5066
v_B9sTAMQfQ1I,3593,120.21,30,29.88936029,testing,3568,120.21,3593
v_BAf6PXfx05c,7003,233.80200000000002,30,29.95269502,testing,7008,233.8,7003
v_BAgUUUOGaxI,4128,165.19,25,24.98940614,training,4128,165.19,4128
v_BAtlo_AGFWs,2452,81.97,30,29.91338295,testing,2448,81.97,2452
v_BB8YBkGNgVU,3549,237.98,15,14.9130179,testing,3552,237.98,3549
v_BBKSKU6dGGk,549,36.69,15,14.96320523,testing,544,36.69,549
v_BBRNbo8c8gA,3911,130.61,30,29.94410841,validation,3904,130.61,3911
v_BC1VpNRFtXo,4665,155.806,30,29.94108057,training,4656,155.81,4665
v_BC1ZIeZvFXw,3518,117.447,30,29.95393667,training,3520,117.45,3518
v_BCC6fxrmA9M,2568,102.82,25,24.97568566,training,2560,102.82,2568
v_BCRFFkvfB_Q,735,24.59,30,29.89019927,validation,736,24.59,735
v_BCdt22s9hlU,2928,97.757,30,29.95181931,validation,2928,97.76,2928
v_BCsfauy69xM,1253,41.888999999999996,30,29.9123875,training,1248,41.89,1253
v_BCzsVKHrN5Y,682,27.35,25,24.93601463,training,672,27.35,682
v_BD4i-g3U5Kw,5438,181.604,30,29.94427436,training,5440,181.6,5438
v_BD7txKlwoj8,621,20.88,30,29.74137931,validation,624,20.88,621
v_BD9CAqD1Yf8,4110,137.184,30,29.95976207,testing,4112,137.18,4110
v_BDQHEemWnSk,4646,155.11,30,29.95293663,validation,4640,155.11,4646
v_BD_ON66t6rM,556,48.739,11,11.40770225,training,560,48.74,556
v_BEA4YVQv7Wk,4707,157.15,30,29.952274900000003,training,4704,157.15,4707
v_BERvPz1e_AU,3344,133.82,25,24.98879091,training,3344,133.82,3344
v_BEtftLo6NKQ,4312,173.05900000000003,25,24.91635801,validation,4304,173.06,4312
v_BFChXuwZ4wo,6265,209.14,30,29.95601033,testing,6256,209.14,6265
v_BFICeyu5oMM,1547,103.19,15,14.99176277,training,1552,103.19,1547
v_BFXSk5F0E_w,5988,199.90099999999998,30,29.95482764,training,5984,199.9,5988
v_BFrsZmuj4Ns,6149,205.218,30,29.96325858,training,6144,205.22,6149
v_BFvMwb0Ld2g,2284,76.278,30,29.94310286,testing,2288,76.28,2284
v_BFxxrjqgF0w,2136,85.54299999999999,25,24.96989818,validation,2128,85.54,2136
v_BG4QxmqBaS4,5458,182.18,30,29.95938083,training,5456,182.18,5458
v_BGHQbw5HZ9Y,4896,204.21900000000002,24,23.97426292,validation,4896,204.22,4896
v_BGeB6KEQM94,6363,212.18400000000003,30,29.98812352,training,6368,212.18,6363
v_BH-kBRn84i8,661,22.105999999999998,30,29.90138424,validation,656,22.11,661
v_BH9zsAu6OMQ,3400,136.07,25,24.98713897,training,3392,136.07,3400
v_BHQasKzBDQU,2839,94.715,30,29.97413293,training,2832,94.72,2839
v_BII4aKnegaU,3184,106.33,30,29.94451237,training,3184,106.33,3184
v_BIJK3xcjiKE,4779,159.52200000000002,30,29.95825027,training,4784,159.52,4779
v_BIL1t2eQrDU,4534,151.35,30,29.95705319,training,4528,151.35,4534
v_BI_3bkY3mO4,6812,227.347,30,29.96300809,testing,6816,227.35,6812
v_BIy2GQjWUsA,1602,53.54600000000001,30,29.91820117,training,1600,53.55,1602
v_BJ-1HVacaF4,5658,226.372,25,24.99425724,training,5648,226.37,5658
v_BJ9r8_JnG0k,1980,224.02700000000002,9,8.838220393,validation,1984,224.03,1980
v_BJGACTBaU_Y,432,14.583,30,29.62353425,training,432,14.58,432
v_BJM1rUjXvkQ,6691,223.33,30,29.96014866,training,6688,223.33,6691
v_BJNzJR3oQ3o,5073,169.32,30,29.96102055,testing,5072,169.32,5073
v_BJWL_X79HRc,5120,170.9,30,29.95904037,training,5120,170.9,5120
v_BJuL-yK-I8g,3169,105.836,30,29.94255263,training,3168,105.84,3169
v_BK2ECcEE0Rs,4047,135.187,30,29.93631044,testing,4048,135.19,4047
v_BK8yiRJkfcU,1406,46.93,30,29.95951417,training,1408,46.93,1406
v_BKRKHkkZq6g,1167,38.986999999999995,30,29.93305461,training,1168,38.99,1167
v_BKrUkWSo4Ig,5191,216.57,24,23.96915547,training,5184,216.57,5191
v_BLLeQHgNmYc,2746,92.21,30,29.77985034,training,2736,92.21,2746
v_BLSycXOF3Ro,5520,184.22799999999998,30,29.96287209,training,5520,184.23,5520
v_BLTOTjVYiuE,469,18.81,25,24.93354599,validation,464,18.81,469
v_BLamvR0GIE8,1491,49.9,30,29.87975952,validation,1472,49.9,1491
v_BLmAF2wbTz8,4248,169.99,25,24.98970528,training,4240,169.99,4248
v_BMANcV_mbVw,1455,48.553000000000004,30,29.96725228,testing,1456,48.55,1455
v_BMa9v2uZBp8,5797,199.53,29,29.053275199999998,training,5792,199.53,5797
v_BMxtjh9E7BY,2032,67.84899999999999,30,29.94885702,validation,2032,67.85,2032
v_BMy7CBVxH5M,490,16.49,30,29.71497878,testing,480,16.49,490
v_BMzspHz04Q8,3015,100.6,30,29.97017893,training,3008,100.6,3015
v_BN3ejP3RbkQ,1662,55.47,30,29.9621417,training,1664,55.47,1662
v_BNa85xIhNqA,3266,109.041,30,29.95203639,training,3264,109.04,3266
v_BO0vQ6ASVlo,2352,94.134,25,24.98565874,training,2352,94.13,2352
v_BOOX9aGlSEs,6676,222.81900000000002,30,29.96153829,validation,6672,222.82,6676
v_BOVYcAeBxyY,1630,54.475,30,29.92198256,validation,1632,54.48,1630
v_BOckSaGr-uI,4059,135.51,30,29.95350897,training,4064,135.51,4059
v_BOqca4eckEs,2045,81.9,25,24.96947497,training,2048,81.9,2045
v_BP9MfTepAv4,1974,132.38,15,14.91161807,validation,1968,132.38,1974
v_BPpq8m93LSI,3083,102.82,30,29.98443883,training,3088,102.82,3083
v_BQRidRi2V1c,2039,68.035,30,29.96986845,validation,2032,68.03,2039
v_BQ_BJNFGmTg,977,65.318,15,14.95759209,validation,976,65.32,977
v_BR4dNQG5QBc,698,23.36,30,29.88013699,testing,688,23.36,698
v_BR4dhPz42mQ,2520,100.868,25,24.98314629,training,2496,100.87,2520
v_BRApK7rWSAk,2178,187.71,12,11.60300463,training,2176,187.71,2178
v_BRuansCVV3U,3082,123.35,25,24.98581273,validation,3072,123.35,3082
v_BS9UPqgR89E,4207,140.48,30,29.94732346,validation,4208,140.48,4207
v_BSDXE1iuZBQ,2026,81.108,25,24.97904029,testing,2016,81.11,2026
v_BSIV5tJ3bv4,682,27.4,25,24.89051095,training,672,27.4,682
v_BSKolF3MMe4,5339,178.051,30,29.98579059,validation,5344,178.05,5339
v_BSdXxBOJ12A,7130,238.01,30,29.95672451,validation,7120,238.01,7130
v_BSl22Hx2WGM,4892,195.75,25,24.99106003,training,4896,195.75,4892
v_BSlVLi81VGM,2298,76.63,30,29.98825525,validation,2288,76.63,2298
v_BSsXKG9dFHI,1937,64.738,30,29.92060305,validation,1936,64.74,1937
v_BSwChZlOb0k,463,30.98,15,14.94512589,testing,464,30.98,463
v_BT9O3WA5Xys,1449,48.37,30,29.95658466,testing,1440,48.37,1449
v_BTG82umu8Ug,762,25.47,30,29.91755006,training,752,25.47,762
v_BTUgRe4aSsg,829,27.72,30,29.90620491,validation,832,27.72,829
v_BTtMoBOHrlQ,5681,190.03,30,29.89527969,training,5664,190.03,5681
v_BUe-oRdwBFw,1750,70.06,25,24.97858978,testing,1744,70.06,1750
v_BUk-fR6TAnk,5544,184.92,30,29.98053212,training,5536,184.92,5544
v_BUmS918SyLA,1334,133.469,10,9.99483026,training,1328,133.47,1334
v_BUu9nQ5rj7k,4409,176.426,25,24.99064764,testing,4400,176.43,4409
v_BV3tS9BTLmI,4903,163.678,30,29.95515585,testing,4896,163.68,4903
v_BV4zqyN8hLs,4838,161.519,30,29.95313245,training,4832,161.52,4838
v_BVU-iDSTMDU,4190,139.85,30,29.96067215,testing,4192,139.85,4190
v_BVhUKjJrEw8,6158,205.54,30,29.96010509,training,6160,205.54,6158
v_BVzW_OoUmnU,2523,84.27,30,29.93948024,training,2528,84.27,2523
v_BW7_eGchA_M,445,14.88,30,29.90591398,testing,448,14.88,445
v_BWAedc31WdY,3724,155.39,24,23.96550615,testing,3728,155.39,3724
v_BWCMfPoKlMM,1280,51.25,25,24.97560976,training,1280,51.25,1280
v_BWKKwqX62Y4,1298,43.32899999999999,30,29.95684184,validation,1296,43.33,1298
v_BWanQWn1OYQ,4162,138.925,30,29.95861076,training,4160,138.93,4162
v_BWqsgYhgUbI,2102,70.13,30,29.97290746,validation,2096,70.13,2102
v_BWsjIONsXlM,2232,74.467,30,29.97300818,validation,2224,74.47,2232
v_BXq2SjN9BMY,2968,123.87899999999999,24,23.95886308,testing,2960,123.88,2968
v_BY5mz30u5_8,978,32.69,30,29.91740593,training,976,32.69,978
v_BYLxSOPFOuc,14665,489.384,30,29.96624328,training,14656,489.38,14665
v_BYlpp0-ztfs,2657,106.348,25,24.98401474,testing,2656,106.35,2657
v_BZAzrFF5emE,5489,183.206,30,29.96080914,validation,5488,183.21,5489
v_BZK8b0xCkB0,5246,218.872,24,23.9683468,training,5248,218.87,5246
v_BZQb9uWULOc,4048,161.983,25,24.99027676,training,4032,161.98,4048
v_B_9S_qzlD38,460,15.419,30,29.83332252,validation,464,15.42,460
v_B_NQ_U2JEp4,3405,142.13,24,23.95694083,training,3408,142.13,3405
v_B_PhHrBEeNI,5096,169.92,30,29.9905838,validation,5088,169.92,5096
v_B_U7vUtoCKY,4344,145.08,30,29.94210091,testing,4336,145.08,4344
v_B_heSKsoI9o,971,64.78,15,14.989194199999998,training,976,64.78,971
v_Ba3uRADSg50,4376,145.961,30,29.98061126,training,4368,145.96,4376
v_BaJwohtZMtA,4726,197.16099999999997,24,23.97025781,training,4720,197.16,4726
v_BadeHG8y4PQ,3031,126.48,24,23.96426312,training,3024,126.48,3031
v_BahcBS2r0es,6005,200.435,30,29.95983735,training,6000,200.44,6005
v_BbFCkDdq3S0,2636,87.96,30,29.96816735,training,2640,87.96,2636
v_BbJeZoks_c4,5400,216.062,25,24.99282613,training,5392,216.06,5400
v_BbQ39yhaC54,2991,99.87,30,29.94893361,training,2992,99.87,2991
v_Bbb8CybvMlk,5325,213.09,25,24.98944108,training,5328,213.09,5325
v_BbeZ2t__2iA,281,9.43,30,29.79851538,training,272,9.43,281
v_Bc0_vvpfMAE,6795,226.79,30,29.96163852,training,6800,226.79,6795
v_BcMHGhxdMl4,1256,42.028999999999996,30,29.88412763,validation,1232,42.03,1256
v_BcflqWdlBjI,110,4.64,24,23.70689655,training,112,4.64,110
v_BdAPzcdrk9g,1655,55.29,30,29.93308012,training,1648,55.29,1655
v_BdKxwCdax_w,3652,146.24,25,24.9726477,training,3648,146.24,3652
v_BdRH3lpopLQ,1764,58.91,30,29.94398235,testing,1760,58.91,1764
v_Bdpqtvdx2T8,3217,107.39299999999999,30,29.95539747,training,3216,107.39,3217
v_BenCx65cYvc,4262,142.269,30,29.95733435,testing,4256,142.27,4262
v_BetFWvm92nM,4994,166.53400000000002,30,29.98787034,training,4992,166.53,4994
v_BeusKDfs3cs,6899,230.25,30,29.9630836,testing,6896,230.25,6899
v_BfLrltipDDU,2756,115.055,24,23.95376124,validation,2752,115.06,2756
v_BfSqo9ONd6g,2875,115.08,25,24.98262079,training,2880,115.08,2875
v_BfTjydFBQJU,2716,90.74,30,29.93167291,training,2720,90.74,2716
v_BfnM0eyjB5Q,4449,185.62099999999998,24,23.96819325,training,4448,185.62,4449
v_BfsCKU69hHs,812,27.21,30,29.84196986,training,816,27.21,812
v_Bg-0ibLZrgg,6355,212.115,30,29.96016312,training,6352,212.12,6355
v_Bg9hw5K-m6Q,1775,59.24,30,29.96286293,training,1776,59.24,1775
v_BgAiDS4fF_I,3932,132.562,30,29.66159231,validation,3936,132.56,3932
v_BgT03Dy-jD4,3789,151.627,25,24.98895315,testing,3792,151.63,3789
v_BgXRQDT0byI,2106,70.42699999999999,30,29.90330413,testing,2096,70.43,2106
v_Bg_CMSihJl0,573,38.36,15,14.93743483,training,560,38.36,573
v_Bgi2Y85Mbwk,5976,199.46,30,29.96089441,testing,5968,199.46,5976
v_BgsxbT9RCeg,5860,195.58,30,29.96216382,training,5856,195.58,5860
v_Bh35Q9vNsSA,681,27.31,25,24.93592091,validation,672,27.31,681
v_Bh8RcPBQjxo,124,10.4,12,11.92307692,validation,112,10.4,124
v_BhAQhPasmhU,3861,154.51,25,24.98867387,validation,3856,154.51,3861
v_BhCNHWQhhEw,5741,191.61,30,29.96190178,validation,5744,191.61,5741
v_Bhc8INrOToY,5865,234.731,25,24.98604786,training,5856,234.73,5865
v_BhgcXqWQhkQ,4744,190.17,25,24.94610086,testing,4736,190.17,4744
v_Bhq890NxKxc,3501,116.79700000000001,30,29.97508498,testing,3504,116.8,3501
v_BhxKjirVF4Y,3185,106.33,30,29.95391705,training,3184,106.33,3185
v_Bhz-WgJH8R0,1057,42.354,25,24.95632054,training,1056,42.35,1057
v_Bi3vlu17qp8,843,28.445,30,29.63613992,training,848,28.45,843
v_BiIIco4EC2U,2700,180.071,15,14.99408567,training,2704,180.07,2700
v_BiRD6i3hVlw,5254,175.358,30,29.96156434,testing,5248,175.36,5254
v_BiZF6o-AU64,4219,140.899,30,29.94343466,training,4224,140.9,4219
v_BioBrxuKOsw,2048,68.45,30,29.91964938,validation,2048,68.45,2048
v_BjLF4jvF1is,4184,139.529,30,29.98659777,testing,4176,139.53,4184
v_BjQnUdue4qY,3596,120.18700000000001,30,29.92004127,testing,3600,120.19,3596
v_BjjN_aq_wq4,3720,124.2,30,29.95169082,testing,3712,124.2,3720
v_BkBbzC6nIvA,6791,226.42,30,29.99293349,validation,6784,226.42,6791
v_BkDbDnvoL28,5275,211.07,25,24.99170891,testing,5280,211.07,5275
v_Bkhr72sazvQ,6374,212.74,30,29.9614553,testing,6368,212.74,6374
v_BkjWeWUwG0A,6503,216.828,30,29.99151401,validation,6496,216.83,6503
v_Bl2Hqx3h9Fw,3303,110.226,30,29.96570682,training,3296,110.23,3303
v_BlfFKVGQbi8,1984,66.293,30,29.92774501,training,1984,66.29,1984
v_Bm6HrokioXU,3174,105.98,30,29.94904699,training,3168,105.98,3174
v_BmL2XGNrxc4,2237,75.19,30,29.75129672,testing,2240,75.19,2237
v_BmLDHLKiIdQ,7120,237.63,30,29.96254682,testing,7120,237.63,7120
v_BmZwZLKxHCY,5981,199.62,30,29.96192766,training,5984,199.62,5981
v_Bmb315fcUpQ,5512,183.97,30,29.96140675,testing,5504,183.97,5512
v_BmlBdeOzwI8,2906,121.255,24,23.96602202,testing,2896,121.25,2906
v_BnAG37ecNbA,2115,70.59,30,29.96175096,training,2112,70.59,2115
v_BnO8AfQS8yE,1170,39.15,30,29.88505747,testing,1152,39.15,1170
v_BngR6rNiO_g,2897,115.96,25,24.98275267,validation,2896,115.96,2897
v_BnkUgUQBED0,1860,124.088,15,14.98936239,training,1840,124.09,1860
v_BnswTxq-Hbg,242,10.148,24,23.84706346,testing,240,10.15,242
v_Bnw54GNBKlU,4621,154.09,30,29.98896749,training,4624,154.09,4621
v_Bo2VarUFp_0,4323,144.196,30,29.98002719,testing,4320,144.2,4323
v_BoK5y7jdhzA,2465,82.32,30,29.94412051,training,2464,82.32,2465
v_BoKEPRjFydk,2918,116.77,25,24.989295199999997,training,2912,116.77,2918
v_Boa880LnJ3w,3263,108.925,30,29.95639201,validation,3264,108.92,3263
v_BodF651KcIg,5919,236.87,25,24.98839026,validation,5920,236.87,5919
v_BpSvtcblt9c,1805,60.233000000000004,30,29.96696163,testing,1808,60.23,1805
v_BpiExjaNwvI,4151,138.57,30,29.95597893,training,4144,138.57,4151
v_BpsmWqCxTDA,5678,236.91299999999998,24,23.96660377,testing,5680,236.91,5678
v_Bq4Dg1t_zUA,544,21.826999999999998,25,24.92326018,testing,544,21.83,544
v_BqjNfptu17Q,2328,93.25,25,24.96514745,training,2320,93.25,2328
v_BqvU8S76g1E,292,11.77,25,24.80883602,testing,288,11.77,292
v_Br1Ty6PCrv8,1260,42.121,30,29.91381971,validation,1264,42.12,1260
v_BrgYIg6UXhU,6407,267.029,24,23.99364863,validation,6400,267.03,6407
v_Bri_myFFu4A,1972,65.9,30,29.92412747,training,1968,65.9,1972
v_BrkFwA10o5s,5219,174.03400000000002,30,29.98839307,testing,5216,174.03,5219
v_BrnUW2LSJDI,1024,42.772,24,23.94089591,training,1024,42.77,1024
v_BrvdzlErtco,1175,39.66,30,29.62682804,testing,1168,39.66,1175
v_BryW4niZT9Y,2678,111.81,24,23.95134603,training,2672,111.81,2678
v_Bs3OMhhUlY4,453,15.186,30,29.83010668,training,448,15.19,453
v_Bs3TR80BRco,3615,144.638,25,24.99343188,training,3616,144.64,3615
v_BsSZDCHPjtY,765,51.06,15,14.98237368,training,768,51.06,765
v_BsceC-igcTY,3117,124.738,25,24.98837564,training,3120,124.74,3117
v_BshSmo_rRII,1300,43.47,30,29.90568208,training,1280,43.47,1300
v_BsxCumewgFQ,2118,88.352,24,23.97229265,testing,2112,88.35,2118
v_BtGrWzfvmP0,3675,122.625,30,29.96941896,training,3680,122.62,3675
v_BtKLAioC21g,6211,207.261,30,29.96704638,training,6208,207.26,6211
v_BtYKJOmw-aU,3370,112.66,30,29.9130126,validation,3360,112.66,3370
v_BtdPw9zydjM,4626,185.11,25,24.99054616,testing,4608,185.11,4626
v_BtrGC6PUPJk,796,26.59,30,29.93606619,validation,800,26.59,796
v_BuaWU70q7cE,4431,147.91,30,29.95740653,training,4432,147.91,4431
v_BurbdCh--Lo,3045,101.704,30,29.93982538,testing,3040,101.7,3045
v_ButnmRRcOOM,1278,42.563,30,30.02607899,testing,1280,42.56,1278
v_BvACPvbUq1k,869,29.05,30,29.91394148,training,864,29.05,869
v_Bvry1S-bYXU,4738,158.15,30,29.95889978,training,4736,158.15,4738
v_BwR1DPCVsP8,4545,189.43,24,23.99303173,validation,4544,189.43,4545
v_BwwjQZDn3NE,1975,65.968,30,29.93875819,training,1968,65.97,1975
v_BxEnhkx2srY,487,16.3,30,29.87730061,training,480,16.3,487
v_BxKFlAS3V6g,510,17.09,30,29.84201287,testing,496,17.09,510
v_BxyOAXTWkzk,3178,132.61,24,23.96501018,training,3168,132.61,3178
v_BxzOUJbq28s,3343,225.42,15,14.83009493,training,3344,225.42,3343
v_ByDsWCKyWlo,6790,226.39,30,29.99249083,testing,6784,226.39,6790
v_ByF8Pg3xXNA,303,20.25,15,14.96296296,validation,304,20.25,303
v_ByIIq3jFOKo,5783,193.02700000000002,30,29.95953934,validation,5776,193.03,5783
v_ByTL6_iHoIA,4029,161.217,25,24.99116098,training,4032,161.22,4029
v_Byd_QaPB50k,1663,66.69,25,24.9362723,testing,1648,66.69,1663
v_BydyVDyq_mE,809,32.44,25,24.93834772,testing,800,32.44,809
v_BzU_kAzMMxo,5806,193.794,30,29.95964787,testing,5808,193.79,5806
v_BzUhN9NQf34,3621,120.88,30,29.9553276,testing,3616,120.88,3621
v_BzhREL6ncq4,1037,34.67,30,29.91058552,training,1040,34.67,1037
v_BzxK6r4UG5k,1420,56.96,25,24.92977528,validation,1424,56.96,1420
v_C-6kvesNmU4,1196,39.96,30,29.92992993,validation,1200,39.96,1196
v_C-M4L_WDzK8,6278,209.56,30,29.95800725,training,6256,209.56,6278
v_C03QJbrKzaw,3149,126.015,25,24.989088600000002,validation,3152,126.02,3149
v_C0F-xroK_Eg,6153,205.36,30,29.96201792,training,6144,205.36,6153
v_C0MIMsY6okw,5442,217.734,25,24.99379977,validation,5440,217.73,5442
v_C0OxaqCr_wk,763,25.54,30,29.87470634,training,768,25.54,763
v_C0gGikr-Dw8,1953,65.225,30,29.94250671,validation,1952,65.22,1953
v_C0t3fbC2RCg,3991,133.21,30,29.9602132,validation,3984,133.21,3991
v_C10_qXWxpsk,2202,73.54,30,29.94288822,validation,2192,73.54,2202
v_C1IuvUSmcvA,7145,238.46900000000002,30,29.96196571,validation,7136,238.47,7145
v_C1TWr5XH8b0,2210,92.23,24,23.96183454,training,2208,92.23,2210
v_C1YNGahOoiA,6893,230.16,30,29.94873132,training,6896,230.16,6893
v_C1djGYqkhYI,2678,107.184,25,24.9850724,training,2672,107.18,2678
v_C1kmoJttp4M,3211,128.5,25,24.98832685,training,3216,128.5,3211
v_C1v3-D1kfwU,1602,53.453,30,29.97025424,testing,1600,53.45,1602
v_C1vhQIJtLsw,1093,36.571999999999996,30,29.88625178,training,1088,36.57,1093
v_C26UfwZbHE0,2505,83.685,30,29.93367987,training,2496,83.69,2505
v_C27eI-S1Vkw,5452,181.975,30,29.96015936,testing,5456,181.97,5452
v_C2KzNljiTIU,1563,52.34,30,29.86243791,training,1552,52.34,1563
v_C3BBG_9Vo48,5036,210.141,24,23.96486169,training,5040,210.14,5036
v_C3K-OgdK8FY,5775,192.75,30,29.96108949,training,5776,192.75,5775
v_C3Mdjku7ZmM,3806,127.15299999999999,30,29.93244359,validation,3808,127.15,3806
v_C4QrTmNDADY,7062,235.68,30,29.96435845,training,7056,235.68,7062
v_C4V6fqELvPY,43,1.579,27,27.23242559,training,48,1.58,43
v_C4td7rprQGM,1634,54.64,30,29.90483163,training,1632,54.64,1634
v_C4xYnBd7PM0,1883,62.949,30,29.91310426,training,1888,62.95,1883
v_C53reDr47oU,565,18.93,30,29.84680401,training,544,18.93,565
v_C5KcdwGSvbw,3267,109.15799999999999,30,29.92909361,training,3264,109.16,3267
v_C5SXR9nMY3I,1866,62.39,30,29.90863921,testing,1856,62.39,1866
